year	county	totalpop	totalto	turnout	totalvr	votecenter	cumulative	election	constitutional	midterm	presidential	median_inc	bachelor_higher	Election	County	medianinc_rec	totalpop_rec
2018	"Sterling"	1430	486	0.55227274	880	0	0	"Midterm/Gubernatorial"	0	1	0	50259	0.19	2	216	5.0259	0.00143
2018	"Jim Hogg"	5160	1478	0.38559875	3833	0	0	"Midterm/Gubernatorial"	0	1	0	27079	0.12	2	124	2.7079	0.00516
2012	"Terry"	12826	3707	0.5179545	7157	0	0	"Presidential"	0	0	1	35537	0.146	3	223	3.5537	0.012826
2013	"Cochran"	3013	215	0.1267689	1696	0	0	"Constitutional"	1	0	0	38650	0.124	1	40	3.865	0.003013
2015	"Moore"	22752	941	0.1018619	9238	0	0	"Constitutional"	1	0	0	49802	0.12	1	171	4.9802	0.022752
2018	"Clay"	10109	4288	0.56015676	7655	0	0	"Midterm/Gubernatorial"	0	1	0	49756	0.2	2	39	4.9756	0.010109
2015	"Hardeman"	3814	237	0.0966952	2451	0	0	"Constitutional"	1	0	0	37174	0.177	1	99	3.7174	0.003814
2018	"Lamb"	12892	7470	0.5298248	14099	0	0	"Midterm/Gubernatorial"	0	1	0	58193	0.19	2	141	5.8193	0.012892
2016	"Guadalupe"	156046	58127	0.6214333	93537	0	0	"Presidential"	0	0	1	64599	0.265	3	94	6.4599	0.156046
2010	"Knox"	3719	879	0.3788793	2320	0	0	"Midterm/Gubernatorial"	0	1	0	32055	0.129	2	138	3.2055	0.003719
2016	"Menard"	2289	864	0.5806451	1488	0	0	"Presidential"	0	0	1	37917	0.151	3	164	3.7917	0.002289
2010	"Hunt"	86129	17855	0.3689736	48391	0	0	"Midterm/Gubernatorial"	0	1	0	43101	0.17	2	116	4.3101	0.086129
2011	"Cottle"	1518	102	0.0906667	1125	0	0	"Constitutional"	1	0	0	39038	0.14	1	51	3.9038	0.001518
2010	"Coke"	3320	1088	0.4579124	2376	0	0	"Midterm/Gubernatorial"	0	1	0	38702	0.118	2	41	3.8702	0.00332
2009	"Webb"	245908	2158	0.020779	103855	0	0	"Constitutional"	1	0	0	35964	0.171	1	240	3.5964	0.245908
2015	"Austin"	30446	2926	0.1582648	18488	0	0	"Constitutional"	1	0	0	53687	0.201	1	8	5.3687	0.030446
2009	"Burnet"	42611	3508	0.1369136	25622	0	0	"Constitutional"	1	0	0	46463	0.211	1	27	4.6463	0.042611
2014	"Sterling"	1344	460	0.5456702	843	0	0	"Midterm/Gubernatorial"	0	1	0	50509	0.266	2	216	5.0509	0.001344
2009	"Bell"	301050	13177	0.0882178	149369	0	0	"Constitutional"	1	0	0	46473	0.215	1	14	4.6473	0.30105
2018	"Red River"	11306	4418	0.5343493	8268	0	0	"Midterm/Gubernatorial"	0	1	0	36318	0.14	2	194	3.6318	0.011306
2018	"Ellis"	180774	203614	0.44652978	455992	0	0	"Midterm/Gubernatorial"	0	1	0	47166	0.22	2	71	4.7166	0.180774
2013	"Harrison"	66931	1823	0.0444743	40990	0	0	"Constitutional"	1	0	0	45675	0.178	1	102	4.5675	0.066931
2016	"Ward"	11181	3443	0.5316554	6476	0	0	"Presidential"	0	0	1	56796	0.141	3	238	5.6796	0.011181
2010	"Runnels"	10501	2653	0.3858348	6876	0	0	"Midterm/Gubernatorial"	0	1	0	37823	0.164	2	200	3.7823	0.010501
2014	"Burnet"	44975	12040	0.4389515	27429	0	0	"Midterm/Gubernatorial"	0	1	0	50712	0.233	2	27	5.0712	0.044975
2009	"Young"	18466	1807	0.1646619	10974	0	0	"Constitutional"	1	0	0	38195	0.135	1	252	3.8195	0.018466
2015	"Wheeler"	5740	338	0.1006851	3357	0	0	"Constitutional"	1	0	0	52221	0.169	1	242	5.2221	0.00574
2009	"Leon"	16862	1540	0.1438715	10704	0	0	"Constitutional"	1	0	0	38067	0.134	1	145	3.8067	0.016862
2017	"Washington"	35466	976	0.0431744	22606	0	0	"Constitutional"	1	0	0	60131	0.239	1	239	6.0131	0.035466
2011	"Panola"	24016	740	0.0485947	15228	0	0	"Constitutional"	1	0	0	48088	0.109	1	183	4.8088	0.024016
2011	"Motley"	1185	235	0.2664399	882	0	0	"Constitutional"	1	0	0	33281	0.175	1	173	3.3281	0.001185
2014	"Gray"	23098	3770	0.2901116	12995	0	0	"Midterm/Gubernatorial"	0	1	0	45179	0.145	2	90	4.5179	0.023098
2018	"Polk"	49279	16750	0.4405808	38018	0	0	"Midterm/Gubernatorial"	0	1	0	47402	0.13	2	187	4.7402	0.049279
2016	"Camp"	12778	4542	0.5992084	7580	0	0	"Presidential"	0	0	1	40045	0.15	3	32	4.0045	0.012778
2011	"Jefferson"	253151	4404	0.0313441	140505	0	0	"Constitutional"	1	0	0	42883	0.18	1	123	4.2883	0.253151
2010	"Uvalde"	26405	6132	0.3759196	16312	0	0	"Midterm/Gubernatorial"	0	1	0	35087	0.161	2	232	3.5087	0.026405
2009	"Dallas"	2300000	64405	0.0572867	1100000	0	0	"Constitutional"	1	0	0	47059	0.274	1	57	4.7059	2.3
2010	"Rusk"	53330	12065	0.3955738	30500	0	0	"Midterm/Gubernatorial"	0	1	0	46574	0.148	2	201	4.6574	0.05333
2012	"Shelby"	25858	9274	0.662003	14009	0	0	"Presidential"	0	0	1	35732	0.135	3	210	3.5732	0.025858
2014	"Concho"	4139	606	0.3683891	1645	0	0	"Midterm/Gubernatorial"	0	1	0	52844	0.118	2	48	5.2844	0.004139
2009	"Red River"	12835	1195	0.1522487	7849	0	0	"Constitutional"	1	0	0	38053	0.091	1	194	3.8053	0.012835
2009	"Cass"	30297	2186	0.1222048	17888	0	0	"Constitutional"	1	0	0	36693	0.136	1	34	3.6693	0.030297
2017	"Real"	3470	187	0.0756	2470	0	0	"Constitutional"	1	0	0	36493	0.219	1	193	3.6493	0.00347
2011	"Montgomery"	471894	14487	0.0591415	244955	0	0	"Constitutional"	1	0	0	66657	0.301	1	170	6.6657	0.471894
2009	"Cherokee"	50447	2473	0.0909291	27197	0	0	"Constitutional"	1	0	0	36571	0.126	1	37	3.6571	0.050447
2011	"Webb"	259539	1217	0.011522	105624	0	0	"Constitutional"	1	0	0	37868	0.171	1	240	3.7868	0.259539
2011	"Newton"	14523	501	0.0579459	8646	0	0	"Constitutional"	1	0	0	38409	0.077	1	176	3.8409	0.014523
2014	"Lipscomb"	3559	888	0.4482585	1981	0	0	"Midterm/Gubernatorial"	0	1	0	61151	0.211	2	148	6.1151	0.003559
2018	"Cooke"	39659	14540	0.564726	25747	0	0	"Midterm/Gubernatorial"	0	1	0	65400	0.24	2	49	6.54	0.039659
2017	"Austin"	30684	886	0.046402	19094	0	0	"Constitutional"	1	0	0	68203	0.223	1	8	6.8203	0.030684
2012	"McMullen"	869	524	0.7939394	660	0	0	"Presidential"	0	0	1	38438	0.066	3	162	3.8438	8.69E-4
2009	"Frio"	17120	401	0.0411704	9740	0	0	"Constitutional"	1	0	0	34531	0.101	1	82	3.4531	0.01712
2011	"Burnet"	43348	1949	0.0767625	25390	0	0	"Constitutional"	1	0	0	48291	0.223	1	27	4.8291	0.043348
2010	"Washington"	33718	10578	0.4831902	21892	0	0	"Midterm/Gubernatorial"	0	1	0	43159	0.258	2	239	4.3159	0.033718
2012	"Jasper"	36086	13643	0.6337917	21526	0	0	"Presidential"	0	0	1	40603	0.118	3	121	4.0603	0.036086
2011	"Karnes"	15000	1148	0.1523152	7537	0	0	"Constitutional"	1	0	0	39297	0.101	1	128	3.9297	0.015
2014	"Liberty"	79376	12654	0.298944	42329	0	0	"Midterm/Gubernatorial"	0	1	0	47722	0.088	2	146	4.7722	0.079376
2016	"Panola"	24145	10475	0.640908	16344	0	0	"Presidential"	0	0	1	50712	0.142	3	183	5.0712	0.024145
2014	"Panola"	24257	5786	0.3668992	15770	0	0	"Midterm/Gubernatorial"	0	1	0	51794	0.114	2	183	5.1794	0.024257
2009	"Coke"	3310	382	0.1601677	2385	0	0	"Constitutional"	1	0	0	33375	0.113	1	41	3.3375	0.00331
2016	"Gillespie"	26733	13375	0.7054697	18959	0	0	"Presidential"	0	0	1	55850	0.341	3	86	5.585	0.026733
2009	"Atascosa"	44623	1377	0.0588839	23385	0	0	"Constitutional"	1	0	0	41178	0.108	1	7	4.1178	0.044623
2009	"Lamb"	13791	1505	0.1198248	12560	0	0	"Constitutional"	1	0	0	35716	0.131	1	141	3.5716	0.013791
2013	"Atascosa"	47125	1387	0.0579	24000	0	0	"Constitutional"	1	0	0	47543	0.141	1	7	4.7543	0.047125
2012	"Palo Pinto"	28430	9430	0.5559814	16961	0	0	"Presidential"	0	0	1	43041	0.146	3	182	4.3041	0.02843
2016	"Kimble"	4606	1978	0.6783265	2916	0	0	"Presidential"	0	0	1	41263	0.17	3	134	4.1263	0.004606
2018	"El Paso"	850004	60589	0.5592022	108349	0	0	"Midterm/Gubernatorial"	0	1	0	70400	0.23	2	70	7.04	0.850004
2013	"Washington"	34459	1722	0.0787488	21867	0	0	"Constitutional"	1	0	0	44858	0.235	1	239	4.4858	0.034459
2017	"Deaf Smith"	19456	254	0.0674635	3765	0	0	"Constitutional"	1	0	0	53041	0.142	1	60	5.3041	0.019456
2016	"Angelina"	90652	30243	0.5855486	51649	0	0	"Presidential"	0	0	1	44185	0.157	3	3	4.4185	0.090652
2009	"Limestone"	23173	1687	0.1232196	13691	0	0	"Constitutional"	1	0	0	39119	0.111	1	147	3.9119	0.023173
2009	"Cochran"	3086	126	0.0675241	1866	0	0	"Constitutional"	1	0	0	34744	0.121	1	40	3.4744	0.003086
2018	"Falls"	17623	4680	0.45004326	10399	0	0	"Midterm/Gubernatorial"	0	1	0	42293	0.12	2	73	4.2293	0.017623
2018	"Bowie"	96134	28321	0.4750411	59618	0	0	"Midterm/Gubernatorial"	0	1	0	53947	0.2	2	19	5.3947	0.096134
2009	"Stephens"	9675	730	0.131177	5565	0	0	"Constitutional"	1	0	0	34663	0.111	1	215	3.4663	0.009675
2017	"Cherokee"	52240	1125	0.0408437	27544	0	0	"Constitutional"	1	0	0	47929	0.181	1	37	4.7929	0.05224
2015	"Waller"	48349	4333	0.1493932	29004	0	0	"Constitutional"	1	0	0	51348	0.188	1	237	5.1348	0.048349
2011	"Delta"	5224	10458	0.0294626	354959	0	0	"Constitutional"	1	0	0	34710	0.121	1	61	3.471	0.005224
2009	"Zapata"	13876	198	0.0285344	6939	0	0	"Constitutional"	1	0	0	20525	0.089	1	253	2.0525	0.013876
2015	"Kendall"	40419	4517	0.1685008	26807	0	0	"Constitutional"	1	0	0	73240	0.408	1	130	7.324	0.040419
2013	"Hall"	3331	191	0.0960282	1989	0	0	"Constitutional"	1	0	0	33006	0.141	1	96	3.3006	0.003331
2017	"Newton"	13764	300	0.0326016	9202	0	0	"Constitutional"	1	0	0	44683	0.088	1	176	4.4683	0.013764
2010	"Real"	3309	1245	0.505071	2465	0	0	"Midterm/Gubernatorial"	0	1	0	29186	0.194	2	193	2.9186	0.003309
2017	"Calhoun"	21944	440	0.0348404	12629	0	0	"Constitutional"	1	0	0	59536	0.162	1	29	5.9536	0.021944
2009	"Winkler"	7128	247	0.0672475	3673	0	0	"Constitutional"	1	0	0	40074	0.094	1	248	4.0074	0.007128
2017	"Walker"	72269	4093	0.1293003	31655	0	0	"Constitutional"	1	0	0	44530	0.203	1	236	4.453	0.072269
2015	"Wise"	62673	3823	0.1056486	36186	0	0	"Constitutional"	1	0	0	56897	0.165	1	249	5.6897	0.062673
2009	"Bastrop"	73587	3609	0.0928074	38887	0	0	"Constitutional"	1	0	0	50585	0.17	1	11	5.0585	0.073587
2017	"Crosby"	5817	136	0.0391029	3478	0	0	"Constitutional"	1	0	0	39886	0.13	1	54	3.9886	0.005817
2018	"Montgomery"	593350	190096	0.57002354	333488	0	0	"Midterm/Gubernatorial"	0	1	0	78722	0.34	2	170	7.8722	0.59335
2009	"Edwards"	2012	196	0.1301461	1506	0	0	"Constitutional"	1	0	0	34426	0.209	1	69	3.4426	0.002012
2009	"Coryell"	74673	2341	0.0632634	37004	0	0	"Constitutional"	1	0	0	45678	0.15	1	50	4.5678	0.074673
2014	"Bexar"	1800000	304040	0.3172847	958256	0	0	"Midterm/Gubernatorial"	0	1	0	50867	0.265	2	15	5.0867	1.8
2016	"Burleson"	18171	6964	0.5985389	11635	0	0	"Presidential"	0	0	1	52513	0.148	3	26	5.2513	0.018171
2014	"Trinity"	14261	3896	0.3527068	11046	0	0	"Midterm/Gubernatorial"	0	1	0	35223	0.108	2	228	3.5223	0.014261
2010	"Franklin"	10605	3426	0.5191696	6599	0	0	"Midterm/Gubernatorial"	0	1	0	45625	0.236	2	80	4.5625	0.010605
2012	"Harris"	4200000	1200000	0.6315789	1900000	0	0	"Presidential"	0	0	1	53160	0.281	3	101	5.316	4.2
2012	"Fayette"	25656	10582	0.6820056	15516	0	0	"Presidential"	0	0	1	45478	0.176	3	75	4.5478	0.025656
2016	"Bowie"	96524	34587	0.5854662	59076	0	0	"Presidential"	0	0	1	42683	0.188	3	19	4.2683	0.096524
2010	"Llano"	19301	7440	0.5315425	13997	0	0	"Midterm/Gubernatorial"	0	1	0	41969	0.26	2	150	4.1969	0.019301
2015	"Polk"	47767	2849	0.0786756	36212	0	0	"Constitutional"	1	0	0	39662	0.123	1	187	3.9662	0.047767
2017	"Jim Wells"	39195	1806	0.069005	26172	0	0	"Constitutional"	1	0	0	41357	0.113	1	125	4.1357	0.039195
2010	"Brown"	38106	9426	0.4109159	22939	0	0	"Midterm/Gubernatorial"	0	1	0	38832	0.15	2	25	3.8832	0.038106
2012	"Comanche"	14060	4903	0.583899	8397	0	0	"Presidential"	0	0	1	36599	0.187	3	47	3.6599	0.01406
2014	"Franklin"	10731	2594	0.3900165	6651	0	0	"Midterm/Gubernatorial"	0	1	0	44000	0.22	2	80	4.4	0.010731
2017	"Wise"	65763	1608	0.0406996	39509	0	0	"Constitutional"	1	0	0	58862	0.172	1	249	5.8862	0.065763
2012	"Brazos"	201514	55666	0.64978	85669	0	0	"Presidential"	0	0	1	37638	0.387	3	21	3.7638	0.201514
2016	"Hemphill"	4048	1721	0.727388	2366	0	0	"Presidential"	0	0	1	67773	0.232	3	106	6.7773	0.004048
2010	"Young"	18550	5374	0.4790088	11219	0	0	"Midterm/Gubernatorial"	0	1	0	36900	0.136	2	252	3.69	0.01855
2016	"San Saba"	6219	2357	0.6242055	3776	0	0	"Presidential"	0	0	1	40718	0.145	3	206	4.0718	0.006219
2017	"Jones"	20056	307	0.0311897	9843	0	0	"Constitutional"	1	0	0	50374	0.109	1	127	5.0374	0.020056
2016	"Fannin"	35048	12283	0.597306	20564	0	0	"Presidential"	0	0	1	45471	0.156	3	74	4.5471	0.035048
2017	"Clay"	10287	1056	0.1412331	7477	0	0	"Constitutional"	1	0	0	48324	0.179	1	39	4.8324	0.010287
2013	"Hale"	35626	901	0.0473214	19040	0	0	"Constitutional"	1	0	0	41191	0.132	1	95	4.1191	0.035626
2012	"San Augustine"	9050	3690	0.6139767	6010	0	0	"Presidential"	0	0	1	27580	0.111	3	203	2.758	0.00905
2015	"Irion"	1660	173	0.1352619	1279	0	0	"Constitutional"	1	0	0	58500	0.147	1	118	5.85	0.00166
2018	"McMullen"	876	430	0.61079544	704	0	0	"Midterm/Gubernatorial"	0	1	0	45205	0.14	2	162	4.5205	8.76E-4
2014	"Kenedy"	422	125	0.3612717	346	0	0	"Midterm/Gubernatorial"	0	1	0	36563	0.143	2	131	3.6563	4.22E-4
2010	"Gaines"	17526	2435	0.3335616	7300	0	0	"Midterm/Gubernatorial"	0	1	0	46393	0.129	2	83	4.6393	0.017526
2012	"Parker"	121234	48446	0.6551626	73945	0	0	"Presidential"	0	0	1	65299	0.238	3	184	6.5299	0.121234
2016	"Hardeman"	3870	1515	0.5973974	2536	0	0	"Presidential"	0	0	1	35156	0.135	3	99	3.5156	0.00387
2017	"Frio"	18808	502	0.0607528	8263	0	0	"Constitutional"	1	0	0	41444	0.072	1	82	4.1444	0.018808
2016	"Cameron"	423998	93586	0.4734121	197684	0	0	"Presidential"	0	0	1	34578	0.168	3	31	3.4578	0.423998
2010	"Loving"	82	69	0.6	115	0	0	"Midterm/Gubernatorial"	0	1	0	83889	0.179	2	151	8.3889	8.2E-5
2013	"Austin"	29178	1844	0.1018278	18109	0	0	"Constitutional"	1	0	0	53265	0.186	1	8	5.3265	0.029178
2017	"Cooke"	39602	1224	0.0491211	24918	0	0	"Constitutional"	1	0	0	61801	0.227	1	49	6.1801	0.039602
2010	"Bell"	310235	46619	0.3016162	154564	0	0	"Midterm/Gubernatorial"	0	1	0	48618	0.212	2	14	4.8618	0.310235
2009	"Donley"	3670	354	0.1459794	2425	0	0	"Constitutional"	1	0	0	36250	0.162	1	65	3.625	0.00367
2012	"Kenedy"	444	172	0.4777778	360	0	0	"Presidential"	0	0	1	37206	0.121	3	131	3.7206	4.44E-4
2012	"Bell"	322817	86610	0.5505725	157309	0	0	"Presidential"	0	0	1	50085	0.214	3	14	5.0085	0.322817
2010	"Roberts"	929	360	0.5172414	696	0	0	"Midterm/Gubernatorial"	0	1	0	52500	0.341	2	197	5.25	9.29E-4
2013	"Mitchell"	9309	308	0.0694319	4436	0	0	"Constitutional"	1	0	0	42045	0.083	1	168	4.2045	0.009309
2010	"Hudspeth"	3476	683	0.4258105	1604	0	0	"Midterm/Gubernatorial"	0	1	0	22647	0.105	2	115	2.2647	0.003476
2017	"Burnet"	47278	1291	0.0436576	29571	0	0	"Constitutional"	1	0	0	57136	0.241	1	27	5.7136	0.047278
2012	"Grimes"	27338	8772	0.6047987	14504	0	0	"Presidential"	0	0	1	43810	0.11	3	93	4.381	0.027338
2013	"Jackson"	14553	576	0.0673684	8550	0	0	"Constitutional"	1	0	0	49528	0.179	1	120	4.9528	0.014553
2018	"Bailey"	7253	1616	0.4335927	3727	0	0	"Midterm/Gubernatorial"	0	1	0	46693	0.18	2	9	4.6693	0.007253
2016	"Edwards"	1876	1103	0.7290152	1513	0	0	"Presidential"	0	0	1	39457	0.24	3	69	3.9457	0.001876
2010	"Andrews"	14786	4062	0.4846099	8382	0	0	"Midterm/Gubernatorial"	0	1	0	48699	0.124	2	2	4.8699	0.014786
2012	"Mitchell"	9484	2323	0.5165666	4497	0	0	"Presidential"	0	0	1	41082	0.072	3	168	4.1082	0.009484
2014	"Bell"	329054	44137	0.261209	168972	0	0	"Midterm/Gubernatorial"	0	1	0	51027	0.222	2	14	5.1027	0.329054
2014	"Atascosa"	47828	7608	0.3093438	24594	0	0	"Midterm/Gubernatorial"	0	1	0	50756	0.136	2	7	5.0756	0.047828
2009	"Throckmorton"	1654	136	0.1129568	1204	0	0	"Constitutional"	1	0	0	34239	0.175	1	224	3.4239	0.001654
2015	"Trinity"	14387	1319	0.1164166	11330	0	0	"Constitutional"	1	0	0	34295	0.111	1	228	3.4295	0.014387
2014	"El Paso"	830562	80617	0.1992122	404679	0	0	"Midterm/Gubernatorial"	0	1	0	40783	0.208	2	70	4.0783	0.830562
2011	"Hockley"	23018	631	0.0486357	12974	0	0	"Constitutional"	1	0	0	48201	0.182	1	110	4.8201	0.023018
2010	"Anderson"	58458	11001	0.4118528	26711	0	0	"Midterm/Gubernatorial"	0	1	0	40378	0.113	2	1	4.0378	0.058458
2012	"Fort Bend"	624831	219602	0.6701066	327712	0	0	"Presidential"	0	0	1	84211	0.408	3	79	8.4211	0.624831
2010	"Gregg"	121730	25448	0.3699375	68790	0	0	"Midterm/Gubernatorial"	0	1	0	43367	0.203	2	92	4.3367	0.12173
2015	"Yoakum"	8627	493	0.122912	4011	0	0	"Constitutional"	1	0	0	56153	0.147	1	251	5.6153	0.008627
2014	"Armstrong"	1946	573	0.4295352	1334	0	0	"Midterm/Gubernatorial"	0	1	0	61250	0.244	2	6	6.125	0.001946
2012	"McLennan"	240970	74560	0.6012564	124007	0	0	"Presidential"	0	0	1	41589	0.218	3	161	4.1589	0.24097
2016	"Sherman"	3171	935	0.615942	1518	0	0	"Presidential"	0	0	1	52969	0.216	3	211	5.2969	0.003171
2011	"Live Oak"	11721	293	0.0419771	6980	0	0	"Constitutional"	1	0	0	45276	0.136	1	149	4.5276	0.011721
2015	"Comal"	130021	12261	0.1467329	83560	0	0	"Constitutional"	1	0	0	65833	0.334	1	46	6.5833	0.130021
2015	"Bailey"	7112	247	0.0681944	3622	0	0	"Constitutional"	1	0	0	37397	0.078	1	9	3.7397	0.007112
2017	"Parmer"	9996	218	0.0492655	4425	0	0	"Constitutional"	1	0	0	51399	0.161	1	185	5.1399	0.009996
2014	"Austin"	30117	7223	0.3890235	18567	0	0	"Midterm/Gubernatorial"	0	1	0	54603	0.195	2	8	5.4603	0.030117
2017	"Dimmit"	9921	127	0.0175487	7237	0	0	"Constitutional"	1	0	0	31317	0.101	1	64	3.1317	0.009921
2018	"Zapata"	14221	2223	0.29300117	7587	0	0	"Midterm/Gubernatorial"	0	1	0	32007	0.15	2	253	3.2007	0.014221
2010	"Guadalupe"	131533	30395	0.406372	74796	0	0	"Midterm/Gubernatorial"	0	1	0	61274	0.24	2	94	6.1274	0.131533
2009	"Ellis"	147392	16011	0.0429287	372967	0	0	"Constitutional"	1	0	0	58809	0.194	1	71	5.8809	0.147392
2013	"Armstrong"	1944	176	0.1221374	1441	0	0	"Constitutional"	1	0	0	61635	0.247	1	6	6.1635	0.001944
2017	"Knox"	3370	86	0.0350734	2452	0	0	"Constitutional"	1	0	0	48712	0.205	1	138	4.8712	0.00337
2014	"Kent"	791	307	0.502455	611	0	0	"Midterm/Gubernatorial"	0	1	0	46842	0.233	2	132	4.6842	7.91E-4
2017	"Atascosa"	49389	868	0.0327609	26495	0	0	"Constitutional"	1	0	0	54758	0.143	1	7	5.4758	0.049389
2012	"Frio"	17963	4011	0.3943565	10171	0	0	"Presidential"	0	0	1	38161	0.082	3	82	3.8161	0.017963
2012	"Ellis"	154522	54330	0.6298181	86263	0	0	"Presidential"	0	0	1	62832	0.208	3	71	6.2832	0.154522
2011	"Deaf Smith"	19569	130	0.0378237	3437	0	0	"Constitutional"	1	0	0	41134	0.139	1	60	4.1134	0.019569
2012	"Dallam"	7051	1543	0.5085695	3034	0	0	"Presidential"	0	0	1	42781	0.107	3	56	4.2781	0.007051
2017	"Moore"	22692	375	0.0392259	9560	0	0	"Constitutional"	1	0	0	55271	0.134	1	171	5.5271	0.022692
2017	"San Saba"	6155	178	0.0478237	3722	0	0	"Constitutional"	1	0	0	41366	0.151	1	206	4.1366	0.006155
2013	"Ector"	149324	7283	0.1107142	65782	0	0	"Constitutional"	1	0	0	51466	0.135	1	68	5.1466	0.149324
2014	"Bosque"	18394	4949	0.4184139	11828	0	0	"Midterm/Gubernatorial"	0	1	0	44339	0.154	2	18	4.4339	0.018394
2010	"Jack"	9044	2157	0.4370821	4935	0	0	"Midterm/Gubernatorial"	0	1	0	46801	0.105	2	119	4.6801	0.009044
2010	"Wise"	59127	12756	0.3599323	35440	0	0	"Midterm/Gubernatorial"	0	1	0	55207	0.156	2	249	5.5207	0.059127
2015	"Hansford"	5574	461	0.1542838	2988	0	0	"Constitutional"	1	0	0	44219	0.194	1	98	4.4219	0.005574
2017	"Childress"	6937	156	0.044648	3494	0	0	"Constitutional"	1	0	0	41288	0.185	1	38	4.1288	0.006937
2016	"Stonewall"	1452	701	0.7024048	998	0	0	"Presidential"	0	0	1	47969	0.135	3	217	4.7969	0.001452
2012	"Hamilton"	8644	3552	0.6583874	5395	0	0	"Presidential"	0	0	1	39709	0.185	3	97	3.9709	0.008644
2016	"Clay"	10465	5051	0.659744	7656	0	0	"Presidential"	0	0	1	45341	0.163	3	39	4.5341	0.010465
2010	"Crockett"	3719	954	0.3649579	2614	0	0	"Midterm/Gubernatorial"	0	1	0	50653	0.091	2	53	5.0653	0.003719
2017	"Roberts"	922	209	0.2939522	711	0	0	"Constitutional"	1	0	0	79833	0.312	1	197	7.9833	9.22E-4
2012	"Childress"	7055	1996	0.569	3510	0	0	"Presidential"	0	0	1	44455	0.158	3	38	4.4455	0.007055
2009	"Hardin"	54228	2340	0.0684371	34192	0	0	"Constitutional"	1	0	0	52515	0.144	1	100	5.2515	0.054228
2013	"Tom Green"	114513	6023	0.1001147	60161	0	0	"Constitutional"	1	0	0	44545	0.216	1	226	4.4545	0.114513
2016	"Polk"	48271	20026	0.5196564	38537	0	0	"Presidential"	0	0	1	40864	0.12	3	187	4.0864	0.048271
2018	"Knox"	3178	1093	0.44905505	2434	0	0	"Midterm/Gubernatorial"	0	1	0	52523	0.23	2	138	5.2523	0.003178
2016	"Comanche"	13865	5239	0.587925	8911	0	0	"Presidential"	0	0	1	39054	0.17	3	47	3.9054	0.013865
2017	"Red River"	11588	240	0.0293506	8177	0	0	"Constitutional"	1	0	0	35995	0.138	1	194	3.5995	0.011588
2018	"Brown"	38984	12132	0.51917154	23368	0	0	"Midterm/Gubernatorial"	0	1	0	43449	0.17	2	25	4.3449	0.038984
2013	"McLennan"	242430	7890	0.0633145	124616	0	0	"Constitutional"	1	0	0	41922	0.217	1	161	4.1922	0.24243
2018	"Matagorda"	36181	10457	0.48291308	21654	0	0	"Midterm/Gubernatorial"	0	1	0	43572	0.14	2	158	4.3572	0.036181
2012	"Wood"	42312	17581	0.6642612	26467	0	0	"Presidential"	0	0	1	42404	0.171	3	250	4.2404	0.042312
2013	"San Jacinto"	27547	1218	0.075992	16028	0	0	"Constitutional"	1	0	0	46107	0.12	1	204	4.6107	0.027547
2013	"Castro"	8026	306	0.0769424	3977	0	0	"Constitutional"	1	0	0	36402	0.128	1	35	3.6402	0.008026
2015	"Lynn"	5943	389	0.1041221	3736	0	0	"Constitutional"	1	0	0	39526	0.165	1	153	3.9526	0.005943
2010	"Travis"	1000000	238222	0.3941802	604348	0	0	"Midterm/Gubernatorial"	0	1	0	54074	0.435	2	227	5.4074	1.0
2017	"Wilson"	49056	1406	0.0447471	31421	0	0	"Constitutional"	1	0	0	72978	0.195	1	247	7.2978	0.049056
2009	"Mills"	4877	563	0.1743034	3230	0	0	"Constitutional"	1	0	0	34019	0.159	1	167	3.4019	0.004877
2017	"Nacogdoches"	65543	1677	0.0480158	34926	0	0	"Constitutional"	1	0	0	47448	0.252	1	174	4.7448	0.065543
2017	"Coke"	3288	241	0.1081202	2229	0	0	"Constitutional"	1	0	0	42500	0.206	1	41	4.25	0.003288
2018	"Loving"	81	54	0.446281	121	0	0	"Midterm/Gubernatorial"	0	1	0	105866	0.06	2	151	10.5866	8.1E-5
2014	"Guadalupe"	147667	30607	0.3631327	84286	0	0	"Midterm/Gubernatorial"	0	1	0	62412	0.252	2	94	6.2412	0.147667
2017	"Harrison"	68950	1725	0.0392572	43941	0	0	"Constitutional"	1	0	0	55948	0.188	1	102	5.5948	0.06895
2015	"Red River"	12152	933	0.1179669	7909	0	0	"Constitutional"	1	0	0	31563	0.131	1	194	3.1563	0.012152
2018	"Kleberg"	31792	8596	0.4726713	18186	0	0	"Midterm/Gubernatorial"	0	1	0	43159	0.23	2	137	4.3159	0.031792
2016	"Knox"	3562	1367	0.559329	2444	0	0	"Presidential"	0	0	1	42188	0.183	3	138	4.2188	0.003562
2017	"Ward"	11111	255	0.0401322	6354	0	0	"Constitutional"	1	0	0	65167	0.135	1	238	6.5167	0.011111
2012	"Hood"	52396	22580	0.6643912	33986	0	0	"Presidential"	0	0	1	54902	0.23	3	111	5.4902	0.052396
2017	"Falls"	17500	282	0.0277504	10162	0	0	"Constitutional"	1	0	0	42316	0.121	1	73	4.2316	0.0175
2011	"Shelby"	25787	518	0.0379905	13635	0	0	"Constitutional"	1	0	0	34164	0.124	1	210	3.4164	0.025787
2009	"McLennan"	231679	11082	0.0880782	125820	0	0	"Constitutional"	1	0	0	40038	0.204	1	161	4.0038	0.231679
