year	county	totalpop	totalto	turnout	totalvr	votecenter	cumulative	election	constitutional	midterm	presidential	median_inc	bachelor_higher	Election	County	medianinc_rec	totalpop_rec
2015	"Crosby"	5999	303	0.0868942	3487	0	0	"Constitutional"	1	0	0	37434	0.117	1	54	3.7434	0.005999
2010	"Dallas"	2400000	424809	0.38619	1100000	0	0	"Midterm/Gubernatorial"	0	1	0	47974	0.28	2	57	4.7974	2.4
2015	"Upton"	3455	349	0.1584923	2202	0	0	"Constitutional"	1	0	0	46131	0.101	1	231	4.6131	0.003455
2012	"Franklin"	10654	4258	0.6534684	6516	0	0	"Presidential"	0	0	1	45684	0.233	3	80	4.5684	0.010654
2012	"Jim Hogg"	5370	1697	0.4495364	3775	0	0	"Presidential"	0	0	1	36919	0.098	3	124	3.6919	0.00537
2010	"Lipscomb"	3302	873	0.45659	1912	0	0	"Midterm/Gubernatorial"	0	1	0	52566	0.225	2	148	5.2566	0.003302
2017	"Kenedy"	421	19	0.0678571	280	0	0	"Constitutional"	1	0	0	24600	0.065	1	131	2.46	4.21E-4
2017	"Kendall"	44229	1311	0.0447333	29307	0	0	"Constitutional"	1	0	0	81875	0.39	1	130	8.1875	0.044229
2015	"Stonewall"	1411	152	0.1530715	993	0	0	"Constitutional"	1	0	0	42155	0.156	1	217	4.2155	0.001411
2015	"Cherokee"	52316	2858	0.1086568	26303	0	0	"Constitutional"	1	0	0	39595	0.163	1	37	3.9595	0.052316
2013	"Reeves"	13893	594	0.0936613	6342	0	0	"Constitutional"	1	0	0	40571	0.105	1	195	4.0571	0.013893
2009	"Wichita"	130913	5909	0.0746255	79182	0	0	"Constitutional"	1	0	0	42999	0.209	1	243	4.2999	0.130913
2011	"Baylor"	3746	95	0.037594	2527	0	0	"Constitutional"	1	0	0	37159	0.235	1	12	3.7159	0.003746
2010	"Winkler"	7110	1132	0.3069414	3688	0	0	"Midterm/Gubernatorial"	0	1	0	41828	0.098	2	248	4.1828	0.00711
2009	"Colorado"	20784	1366	0.1036812	13175	0	0	"Constitutional"	1	0	0	39031	0.153	1	45	3.9031	0.020784
2013	"Somervell"	8674	579	0.1033191	5604	0	0	"Constitutional"	1	0	0	55269	0.29	1	213	5.5269	0.008674
2015	"Donley"	3528	314	0.1359896	2309	0	0	"Constitutional"	1	0	0	36681	0.152	1	65	3.6681	0.003528
2013	"Maverick"	56061	195	0.0070265	27752	0	0	"Constitutional"	1	0	0	31395	0.122	1	159	3.1395	0.056061
2013	"Val Verde"	48544	1352	0.0533396	25347	0	0	"Constitutional"	1	0	0	40450	0.153	1	233	4.045	0.048544
2018	"Coke"	3331	1297	0.56761485	2285	0	0	"Midterm/Gubernatorial"	0	1	0	43244	0.21	2	41	4.3244	0.003331
2018	"Hemphill"	3808	1375	0.600699	2289	0	0	"Midterm/Gubernatorial"	0	1	0	70117	0.22	2	106	7.0117	0.003808
2014	"Baylor"	3571	844	0.336255	2510	0	0	"Midterm/Gubernatorial"	0	1	0	33019	0.224	2	12	3.3019	0.003571
2011	"Victoria"	87393	2233	0.0451211	49489	0	0	"Constitutional"	1	0	0	49676	0.165	1	235	4.9676	0.087393
2014	"Rains"	11202	2452	0.3592148	6826	0	0	"Midterm/Gubernatorial"	0	1	0	46531	0.114	2	190	4.6531	0.011202
2015	"Concho"	4183	346	0.2158453	1603	0	0	"Constitutional"	1	0	0	48368	0.116	1	48	4.8368	0.004183
2012	"Lipscomb"	3411	1192	0.6263794	1903	0	0	"Presidential"	0	0	1	56131	0.205	3	148	5.6131	0.003411
2013	"Cherokee"	52538	2332	0.0883903	26383	0	0	"Constitutional"	1	0	0	38378	0.151	1	37	3.8378	0.052538
2016	"Duval"	11223	4277	0.5120929	8352	0	0	"Presidential"	0	0	1	33115	0.089	3	66	3.3115	0.011223
2013	"Smith"	214986	7517	0.0613472	122532	0	0	"Constitutional"	1	0	0	47432	0.245	1	212	4.7432	0.214986
2016	"Refugio"	7375	3022	0.59348	5092	0	0	"Presidential"	0	0	1	50145	0.108	3	196	5.0145	0.007375
2012	"Martin"	5010	1654	0.5687758	2908	0	0	"Presidential"	0	0	1	41964	0.107	3	156	4.1964	0.00501
2013	"Van Zandt"	53561	2864	0.0855922	33461	0	0	"Constitutional"	1	0	0	43439	0.135	1	234	4.3439	0.053561
2013	"Crosby"	5974	290	0.0806227	3597	0	0	"Constitutional"	1	0	0	38187	0.138	1	54	3.8187	0.005974
2010	"Shackelford"	3378	1054	0.4552916	2315	0	0	"Midterm/Gubernatorial"	0	1	0	46629	0.276	2	209	4.6629	0.003378
2018	"Tyler"	21635	7139	0.5201457	13725	0	0	"Midterm/Gubernatorial"	0	1	0	45186	0.13	2	229	4.5186	0.021635
2017	"Wheeler"	5336	133	0.0388321	3425	0	0	"Constitutional"	1	0	0	52529	0.146	1	242	5.2529	0.005336
2014	"Val Verde"	48498	7116	0.2687819	26475	0	0	"Midterm/Gubernatorial"	0	1	0	42735	0.163	2	233	4.2735	0.048498
2016	"Wise"	64218	25181	0.6437026	39119	0	0	"Presidential"	0	0	1	56396	0.169	3	249	5.6396	0.064218
2018	"Wood"	44423	16740	0.55679363	30065	0	0	"Midterm/Gubernatorial"	0	1	0	50696	0.15	2	250	5.0696	0.044423
2012	"Rains"	11259	4047	0.6119764	6613	0	0	"Presidential"	0	0	1	45099	0.12	3	190	4.5099	0.011259
2010	"Montgomery"	455746	114599	0.4584822	249953	0	0	"Midterm/Gubernatorial"	0	1	0	65620	0.297	2	170	6.562	0.455746
2009	"Armstrong"	1911	154	0.1056241	1458	0	0	"Constitutional"	1	0	0	58516	0.225	1	6	5.8516	0.001911
2017	"Refugio"	7373	234	0.0468844	4991	0	0	"Constitutional"	1	0	0	49853	0.121	1	196	4.9853	0.007373
2013	"McCulloch"	8340	493	0.0962139	5124	0	0	"Constitutional"	1	0	0	39194	0.15	1	160	3.9194	0.00834
2017	"Sutton"	4049	112	0.0453074	2472	0	0	"Constitutional"	1	0	0	62165	0.198	1	218	6.2165	0.004049
2011	"Ector"	139259	2078	0.0325869	63768	0	0	"Constitutional"	1	0	0	50056	0.133	1	68	5.0056	0.139259
2010	"Hansford"	5613	1329	0.4307942	3085	0	0	"Midterm/Gubernatorial"	0	1	0	52239	0.202	2	98	5.2239	0.005613
2010	"Kimble"	4607	1337	0.4455182	3001	0	0	"Midterm/Gubernatorial"	0	1	0	43429	0.203	2	134	4.3429	0.004607
2014	"Wichita"	133386	21297	0.2946091	72289	0	0	"Midterm/Gubernatorial"	0	1	0	44854	0.208	2	243	4.4854	0.133386
2012	"Cottle"	1522	741	0.6657682	1113	0	0	"Presidential"	0	0	1	34770	0.168	3	51	3.477	0.001522
2018	"Nacogdoches"	65490	21633	0.5847863	36993	0	0	"Midterm/Gubernatorial"	0	1	0	48942	0.25	2	174	4.8942	0.06549
2017	"Comanche"	13824	2726	0.3010491	9055	0	0	"Constitutional"	1	0	0	42883	0.186	1	47	4.2883	0.013824
2013	"Robertson"	16966	804	0.0727141	11057	0	0	"Constitutional"	1	0	0	40601	0.158	1	198	4.0601	0.016966
2016	"Frio"	18822	4469	0.4896461	9127	0	0	"Presidential"	0	0	1	37163	0.073	3	82	3.7163	0.018822
2013	"Culberson"	2388	52	0.0306966	1694	0	0	"Constitutional"	1	0	0	37105	0.165	1	55	3.7105	0.002388
2010	"Hale"	36273	6092	0.3003204	20285	0	0	"Midterm/Gubernatorial"	0	1	0	36509	0.141	2	95	3.6509	0.036273
2018	"Sabine"	10658	3967	0.5084594	7802	0	0	"Midterm/Gubernatorial"	0	1	0	35687	0.16	2	202	3.5687	0.010658
2017	"Wood"	44213	1811	0.0617899	29309	0	0	"Constitutional"	1	0	0	50615	0.16	1	250	5.0615	0.044213
2018	"Comal"	143962	61495	0.6096642	100867	0	0	"Midterm/Gubernatorial"	0	1	0	77929	0.38	2	46	7.7929	0.143962
2017	"Reeves"	14609	474	0.0682899	6941	0	0	"Constitutional"	1	0	0	49464	0.095	1	195	4.9464	0.014609
2017	"Baylor"	3971	96	0.0407297	2357	0	0	"Constitutional"	1	0	0	36250	0.248	1	12	3.625	0.003971
2013	"Lee"	16984	865	0.0899823	9613	0	0	"Constitutional"	1	0	0	51534	0.157	1	144	5.1534	0.016984
2013	"Kleberg"	32019	595	0.0354441	16787	0	0	"Constitutional"	1	0	0	40566	0.236	1	137	4.0566	0.032019
2017	"Bell"	348840	4497	0.0244756	183734	0	0	"Constitutional"	1	0	0	56669	0.242	1	14	5.6669	0.34884
2013	"Hill"	35239	1560	0.0721721	21615	0	0	"Constitutional"	1	0	0	40769	0.148	1	109	4.0769	0.035239
2015	"Freestone"	20192	1157	0.1020732	11335	0	0	"Constitutional"	1	0	0	44301	0.123	1	81	4.4301	0.020192
2017	"Menard"	2268	91	0.0635919	1431	0	0	"Constitutional"	1	0	0	33750	0.158	1	164	3.375	0.002268
2014	"Garza"	6516	841	0.307383	2736	0	0	"Midterm/Gubernatorial"	0	1	0	49479	0.089	2	85	4.9479	0.006516
2009	"Crockett"	3740	246	0.0950908	2587	0	0	"Constitutional"	1	0	0	47143	0.12	1	53	4.7143	0.00374
2016	"Hamilton"	8686	3643	0.6668497	5463	0	0	"Presidential"	0	0	1	45105	0.215	3	97	4.5105	0.008686
2015	"Ochiltree"	10957	522	0.100578	5190	0	0	"Constitutional"	1	0	0	51517	0.152	1	179	5.1517	0.010957
2017	"Coleman"	8742	250	0.0425387	5877	0	0	"Constitutional"	1	0	0	41276	0.144	1	42	4.1276	0.008742
2010	"Morris"	12934	3442	0.3836808	8971	0	0	"Midterm/Gubernatorial"	0	1	0	38843	0.173	2	172	3.8843	0.012934
2018	"Winkler"	7952	1455	0.375969	3870	0	0	"Midterm/Gubernatorial"	0	1	0	59865	0.11	2	248	5.9865	0.007952
2010	"Brazos"	194851	37713	0.4260923	88509	0	0	"Midterm/Gubernatorial"	0	1	0	37898	0.393	2	21	3.7898	0.194851
2012	"Wharton"	41475	14212	0.5881963	24162	0	0	"Presidential"	0	0	1	40988	0.156	3	241	4.0988	0.041475
2015	"Briscoe"	1476	171	0.1583333	1080	0	0	"Constitutional"	1	0	0	38603	0.218	1	23	3.8603	0.001476
2013	"Johnson"	157201	5119	0.063076	81156	0	0	"Constitutional"	1	0	0	57535	0.167	1	126	5.7535	0.157201
2010	"Chambers"	35096	9920	0.4284727	23152	0	0	"Midterm/Gubernatorial"	0	1	0	66764	0.162	2	36	6.6764	0.035096
2014	"Dawson"	13531	2054	0.2773427	7406	0	0	"Midterm/Gubernatorial"	0	1	0	39746	0.101	2	58	3.9746	0.013531
2009	"Marion"	10669	522	0.0740216	7052	0	0	"Constitutional"	1	0	0	30385	0.107	1	155	3.0385	0.010669
2016	"Jackson"	14762	5325	0.5853578	9097	0	0	"Presidential"	0	0	1	56601	0.173	3	120	5.6601	0.014762
2009	"Briscoe"	1634	230	0.1937658	1187	0	0	"Constitutional"	1	0	0	31141	0.161	1	23	3.1141	0.001634
2017	"Kleberg"	31627	408	0.0232307	17563	0	0	"Constitutional"	1	0	0	42973	0.241	1	137	4.2973	0.031627
2009	"King"	279	39	0.1969697	198	0	0	"Constitutional"	1	0	0	48182	0.305	1	135	4.8182	2.79E-4
2018	"Newton"	13559	4676	0.5031744	9293	0	0	"Midterm/Gubernatorial"	0	1	0	47243	0.1	2	176	4.7243	0.013559
2012	"Coleman"	8974	3492	0.5866935	5952	0	0	"Presidential"	0	0	1	30690	0.141	3	42	3.069	0.008974
2015	"Limestone"	24037	1589	0.1217438	13052	0	0	"Constitutional"	1	0	0	37554	0.138	1	147	3.7554	0.024037
2014	"Yoakum"	8317	1152	0.2903226	3968	0	0	"Midterm/Gubernatorial"	0	1	0	50167	0.158	2	251	5.0167	0.008317
2009	"Jeff Davis"	2326	300	0.1777251	1688	0	0	"Constitutional"	1	0	0	39550	0.361	1	122	3.955	0.002326
2013	"Aransas"	24385	951	0.0618617	15373	0	0	"Constitutional"	1	0	0	42476	0.217	1	4	4.2476	0.024385
2016	"Wood"	44003	18730	0.6430681	29126	0	0	"Presidential"	0	0	1	47814	0.171	3	250	4.7814	0.044003
2014	"Delta"	5236	1405	0.3934472	3571	0	0	"Midterm/Gubernatorial"	0	1	0	40988	0.17	2	61	4.0988	0.005236
2017	"Val Verde"	47428	2483	0.0918066	27046	0	0	"Constitutional"	1	0	0	44671	0.181	1	233	4.4671	0.047428
2011	"Washington"	33999	1318	0.0602074	21891	0	0	"Constitutional"	1	0	0	45320	0.255	1	239	4.532	0.033999
2016	"Lamar"	50653	18823	0.6066065	31030	0	0	"Presidential"	0	0	1	40283	0.167	3	140	4.0283	0.050653
2014	"Winkler"	7716	985	0.2667208	3693	0	0	"Midterm/Gubernatorial"	0	1	0	52938	0.111	2	248	5.2938	0.007716
2012	"Titus"	32922	8824	0.5708371	15458	0	0	"Presidential"	0	0	1	40909	0.138	3	225	4.0909	0.032922
2015	"Dallam"	7108	308	0.1022237	3013	0	0	"Constitutional"	1	0	0	41345	0.111	1	56	4.1345	0.007108
2016	"Hutchinson"	21541	8157	0.5990746	13616	0	0	"Presidential"	0	0	1	50114	0.153	3	117	5.0114	0.021541
2015	"Walker"	71485	5419	0.1814438	29866	0	0	"Constitutional"	1	0	0	37666	0.189	1	236	3.7666	0.071485
2017	"Limestone"	23987	1081	0.0805094	13427	0	0	"Constitutional"	1	0	0	44495	0.138	1	147	4.4495	0.023987
2016	"La Salle"	7620	2109	0.5057554	4170	0	0	"Presidential"	0	0	1	40094	0.146	3	139	4.0094	0.00762
2011	"Bastrop"	75906	2111	0.0540894	39028	0	0	"Constitutional"	1	0	0	52882	0.168	1	11	5.2882	0.075906
2011	"Matagorda"	36838	933	0.0454169	20543	0	0	"Constitutional"	1	0	0	43962	0.156	1	158	4.3962	0.036838
2010	"Terrell"	984	584	0.6488889	900	0	0	"Midterm/Gubernatorial"	0	1	0	35403	0.207	2	222	3.5403	9.84E-4
2017	"McCulloch"	8152	268	0.0519078	5163	0	0	"Constitutional"	1	0	0	46074	0.16	1	160	4.6074	0.008152
2009	"Nueces"	338220	10769	0.0574975	187295	0	0	"Constitutional"	1	0	0	42356	0.196	1	178	4.2356	0.33822
2017	"Lamb"	13003	831	0.0617201	13464	0	0	"Constitutional"	1	0	0	44441	0.164	1	141	4.4441	0.013003
2017	"Houston"	23578	258	0.020095	12839	0	0	"Constitutional"	1	0	0	41454	0.145	1	113	4.1454	0.023578
2009	"Cooke"	38413	2653	0.1124391	23595	0	0	"Constitutional"	1	0	0	50030	0.189	1	49	5.003	0.038413
2009	"Culberson"	2384	79	0.044658	1769	0	0	"Constitutional"	1	0	0	38365	0.168	1	55	3.8365	0.002384
2009	"Haskell"	5862	806	0.2240756	3597	0	0	"Constitutional"	1	0	0	32139	0.107	1	104	3.2139	0.005862
2017	"Mason"	4080	189	0.0654432	2888	0	0	"Constitutional"	1	0	0	41535	0.203	1	157	4.1535	0.00408
2017	"Carson"	6203	259	0.0616667	4200	0	0	"Constitutional"	1	0	0	67537	0.292	1	33	6.7537	0.006203
2018	"Calhoun"	22190	6119	0.47674328	12835	0	0	"Midterm/Gubernatorial"	0	1	0	64090	0.17	2	29	6.409	0.02219
2009	"Mason"	3982	532	0.1871263	2843	0	0	"Constitutional"	1	0	0	37847	0.285	1	157	3.7847	0.003982
2014	"Parker"	124670	31859	0.4061679	78438	0	0	"Midterm/Gubernatorial"	0	1	0	64979	0.256	2	184	6.4979	0.12467
2014	"Lamar"	50382	11022	0.3702883	29766	0	0	"Midterm/Gubernatorial"	0	1	0	41130	0.162	2	140	4.113	0.050382
2016	"Parmer"	9882	2488	0.5577225	4461	0	0	"Presidential"	0	0	1	48589	0.16	3	185	4.8589	0.009882
2016	"Bandera"	21897	10311	0.6643686	15520	0	0	"Presidential"	0	0	1	55434	0.24	3	10	5.5434	0.021897
2012	"Bailey"	7301	1850	0.5308465	3485	0	0	"Presidential"	0	0	1	41075	0.134	3	9	4.1075	0.007301
2010	"Brewster"	9232	2742	0.4198438	6531	0	0	"Midterm/Gubernatorial"	0	1	0	35799	0.304	2	22	3.5799	0.009232
2017	"Fayette"	25485	779	0.0477475	16315	0	0	"Constitutional"	1	0	0	58289	0.181	1	75	5.8289	0.025485
2017	"Sterling"	1388	38	0.0429379	885	0	0	"Constitutional"	1	0	0	50417	0.214	1	216	5.0417	0.001388
2012	"San Saba"	6285	2274	0.6046264	3761	0	0	"Presidential"	0	0	1	37230	0.172	3	206	3.723	0.006285
2010	"Newton"	14445	3350	0.3754343	8923	0	0	"Midterm/Gubernatorial"	0	1	0	37452	0.086	2	176	3.7452	0.014445
2016	"Titus"	33746	9419	0.5673071	16603	0	0	"Presidential"	0	0	1	45026	0.152	3	225	4.5026	0.033746
2015	"Fannin"	34273	2026	0.1036105	19554	0	0	"Constitutional"	1	0	0	44071	0.16	1	74	4.4071	0.034273
2011	"Guadalupe"	136116	4188	0.0568497	73668	0	0	"Constitutional"	1	0	0	61608	0.241	1	94	6.1608	0.136116
2017	"Irion"	1682	77	0.0607256	1268	0	0	"Constitutional"	1	0	0	62656	0.148	1	118	6.2656	0.001682
2016	"Hays"	201588	73589	0.6052076	121593	0	0	"Presidential"	0	0	1	60495	0.363	3	105	6.0495	0.201588
2010	"Hood"	51182	16055	0.4745086	33835	0	0	"Midterm/Gubernatorial"	0	1	0	54882	0.239	2	111	5.4882	0.051182
2016	"Rains"	11249	4701	0.6510178	7221	0	0	"Presidential"	0	0	1	50405	0.095	3	190	5.0405	0.011249
2009	"Collingsworth"	3042	215	0.110483	1946	0	0	"Constitutional"	1	0	0	39524	0.14	1	44	3.9524	0.003042
2016	"Falls"	17377	5250	0.5177515	10140	0	0	"Presidential"	0	0	1	38547	0.119	3	73	3.8547	0.017377
2012	"Briscoe"	1652	713	0.6360393	1121	0	0	"Presidential"	0	0	1	35078	0.172	3	23	3.5078	0.001652
2017	"Briscoe"	1332	251	0.2341418	1072	0	0	"Constitutional"	1	0	0	42935	0.219	1	23	4.2935	0.001332
2011	"Wheeler"	5471	162	0.0468614	3457	0	0	"Constitutional"	1	0	0	48000	0.171	1	242	4.8	0.005471
2013	"Palo Pinto"	28568	2261	0.1350334	16744	0	0	"Constitutional"	1	0	0	41670	0.151	1	182	4.167	0.028568
2015	"Foard"	1213	62	0.0675381	918	0	0	"Constitutional"	1	0	0	36477	0.227	1	78	3.6477	0.001213
2015	"Reeves"	14543	488	0.0722963	6750	0	0	"Constitutional"	1	0	0	43540	0.108	1	195	4.354	0.014543
2014	"Hopkins"	36290	7735	0.3600019	21486	0	0	"Midterm/Gubernatorial"	0	1	0	45158	0.152	2	112	4.5158	0.03629
2014	"Oldham"	2067	563	0.4167283	1351	0	0	"Midterm/Gubernatorial"	0	1	0	51250	0.303	2	180	5.125	0.002067
2009	"Tyler"	21737	1662	0.1305885	12727	0	0	"Constitutional"	1	0	0	33548	0.138	1	229	3.3548	0.021737
2014	"Cherokee"	52554	9754	0.3617952	26960	0	0	"Midterm/Gubernatorial"	0	1	0	38949	0.159	2	37	3.8949	0.052554
2014	"Bee"	32721	5228	0.34563	15126	0	0	"Midterm/Gubernatorial"	0	1	0	41738	0.089	2	13	4.1738	0.032721
2015	"Refugio"	7377	341	0.0690843	4936	0	0	"Constitutional"	1	0	0	44240	0.097	1	196	4.424	0.007377
2015	"Kaufman"	114037	5867	0.0949291	61804	0	0	"Constitutional"	1	0	0	60391	0.19	1	129	6.0391	0.114037
2013	"Fisher"	3864	825	0.2982647	2766	0	0	"Constitutional"	1	0	0	42125	0.152	1	76	4.2125	0.003864
2009	"Jim Hogg"	5260	122	0.0325073	3753	0	0	"Constitutional"	1	0	0	33635	0.098	1	124	3.3635	0.00526
2018	"Willacy"	22724	4325	0.34864974	12405	0	0	"Midterm/Gubernatorial"	0	1	0	29314	0.09	2	245	2.9314	0.022724
2011	"Stephens"	9627	1104	0.2008003	5498	0	0	"Constitutional"	1	0	0	37400	0.114	1	215	3.74	0.009627
2009	"Harris"	4000000	229501	0.121942	1900000	0	0	"Constitutional"	1	0	0	50569	0.278	1	101	5.0569	4.0
2018	"Lamar"	50179	3457	0.427001	8096	0	0	"Midterm/Gubernatorial"	0	1	0	49093	0.17	2	140	4.9093	0.050179
2018	"Coleman"	8827	3126	0.52875507	5912	0	0	"Midterm/Gubernatorial"	0	1	0	40040	0.15	2	42	4.004	0.008827
2011	"Gray"	22760	597	0.0471564	12660	0	0	"Constitutional"	1	0	0	42845	0.129	1	90	4.2845	0.02276
2016	"Runnels"	10398	3782	0.5665069	6676	0	0	"Presidential"	0	0	1	41339	0.181	3	200	4.1339	0.010398
2014	"Bowie"	95062	21522	0.3759367	57249	0	0	"Midterm/Gubernatorial"	0	1	0	42917	0.188	2	19	4.2917	0.095062
2009	"Hemphill"	3802	259	0.1154189	2244	0	0	"Constitutional"	1	0	0	60435	0.192	1	106	6.0435	0.003802
2017	"Zapata"	14229	133	0.0177807	7480	0	0	"Constitutional"	1	0	0	34441	0.114	1	253	3.4441	0.014229
2012	"Kimble"	4707	1892	0.6524138	2900	0	0	"Presidential"	0	0	1	46786	0.179	3	134	4.6786	0.004707
2012	"Rusk"	54224	18713	0.6209517	30136	0	0	"Presidential"	0	0	1	46220	0.131	3	201	4.622	0.054224
2017	"Hall"	3042	71	0.0362615	1958	0	0	"Constitutional"	1	0	0	31893	0.127	1	96	3.1893	0.003042
2009	"Morris"	12954	816	0.0888695	9182	0	0	"Constitutional"	1	0	0	37173	0.189	1	172	3.7173	0.012954
2010	"Carson"	6182	1915	0.4377143	4375	0	0	"Midterm/Gubernatorial"	0	1	0	56106	0.236	2	33	5.6106	0.006182
2009	"Hill"	35005	1967	0.0904409	21749	0	0	"Constitutional"	1	0	0	38159	0.148	1	109	3.8159	0.035005
2012	"Chambers"	36745	14729	0.6201162	23752	0	0	"Presidential"	0	0	1	75200	0.168	3	36	7.52	0.036745
2011	"Taylor"	132380	2826	0.039309	71892	0	0	"Constitutional"	1	0	0	43065	0.24	1	221	4.3065	0.13238
2016	"Crosby"	5908	1765	0.4895978	3605	0	0	"Presidential"	0	0	1	39026	0.121	3	54	3.9026	0.005908
2009	"Jefferson"	251332	9386	0.0654638	143377	0	0	"Constitutional"	1	0	0	41420	0.18	1	123	4.142	0.251332
2012	"Scurry"	17271	5121	0.5569937	9194	0	0	"Presidential"	0	0	1	46340	0.148	3	208	4.634	0.017271
2012	"Hudspeth"	3515	863	0.528799	1632	0	0	"Presidential"	0	0	1	22083	0.096	3	115	2.2083	0.003515
2013	"Mason"	4156	491	0.1739901	2822	0	0	"Constitutional"	1	0	0	46865	0.265	1	157	4.6865	0.004156
2011	"Gonzales"	20157	451	0.0365686	12333	0	0	"Constitutional"	1	0	0	38623	0.128	1	89	3.8623	0.020157
2011	"Crockett"	3734	497	0.1985617	2503	0	0	"Constitutional"	1	0	0	51522	0.068	1	53	5.1522	0.003734
2015	"Blanco"	11291	1302	0.1740874	7479	0	0	"Constitutional"	1	0	0	55504	0.284	1	16	5.5504	0.011291
2009	"Lipscomb"	3326	295	0.1567481	1882	0	0	"Constitutional"	1	0	0	48646	0.2	1	148	4.8646	0.003326
2011	"Moore"	21995	272	0.0296167	9184	0	0	"Constitutional"	1	0	0	48394	0.138	1	171	4.8394	0.021995
2017	"Camp"	12873	260	0.0348292	7465	0	0	"Constitutional"	1	0	0	45948	0.167	1	32	4.5948	0.012873
2017	"Bexar"	1900000	38405	0.0365417	1100000	0	0	"Constitutional"	1	0	0	55676	0.273	1	15	5.5676	1.9
2011	"McMullen"	832	38	0.0535966	709	0	0	"Constitutional"	1	0	0	29500	0.086	1	162	2.95	8.32E-4
2011	"Cass"	30401	1165	0.0652332	17859	0	0	"Constitutional"	1	0	0	35592	0.125	1	34	3.5592	0.030401
2009	"McMullen"	699	100	0.137741	726	0	0	"Constitutional"	1	0	0	40550	0.134	1	162	4.055	6.99E-4
2014	"McMullen"	813	265	0.3774929	702	0	0	"Midterm/Gubernatorial"	0	1	0	45208	0.044	2	162	4.5208	8.13E-4
2018	"Hockley"	23186	6094	0.44868207	13582	0	0	"Midterm/Gubernatorial"	0	1	0	50139	0.13	2	110	5.0139	0.023186
2014	"Hill"	35804	9005	0.4088536	22025	0	0	"Midterm/Gubernatorial"	0	1	0	40994	0.146	2	109	4.0994	0.035804
2011	"Coryell"	76313	2810	0.0837931	33535	0	0	"Constitutional"	1	0	0	48920	0.149	1	50	4.892	0.076313
2009	"San Augustine"	8938	418	0.0670624	6233	0	0	"Constitutional"	1	0	0	26660	0.125	1	203	2.666	0.008938
2018	"Hall"	2980	971	0.4886764	1987	0	0	"Midterm/Gubernatorial"	0	1	0	35890	0.13	2	96	3.589	0.00298
2009	"Hopkins"	34919	1840	0.0861141	21367	0	0	"Constitutional"	1	0	0	39966	0.162	1	112	3.9966	0.034919
2016	"Delta"	5211	2331	0.6063996	3844	0	0	"Presidential"	0	0	1	40529	0.186	3	61	4.0529	0.005211
2011	"Smith"	213578	4074	0.034775	117153	0	0	"Constitutional"	1	0	0	46615	0.245	1	212	4.6615	0.213578
2018	"Burnet"	48109	18490	0.5950695	31072	0	0	"Midterm/Gubernatorial"	0	1	0	60052	0.25	2	27	6.0052	0.048109
2009	"Titus"	31749	2617	0.1646637	15893	0	0	"Constitutional"	1	0	0	39750	0.137	1	225	3.975	0.031749
2009	"Robertson"	16604	1225	0.1077491	11369	0	0	"Constitutional"	1	0	0	37941	0.155	1	198	3.7941	0.016604
2009	"Schleicher"	3311	247	0.1316631	1876	0	0	"Constitutional"	1	0	0	52872	0.179	1	207	5.2872	0.003311
2011	"Ellis"	153134	9870	0.0268615	367441	0	0	"Constitutional"	1	0	0	62639	0.208	1	71	6.2639	0.153134
2014	"Washington"	34760	9063	0.4073075	22251	0	0	"Midterm/Gubernatorial"	0	1	0	49236	0.231	2	239	4.9236	0.03476
2011	"Nueces"	346340	6070	0.033197	182848	0	0	"Constitutional"	1	0	0	44815	0.206	1	178	4.4815	0.34634
2009	"Dallam"	6571	239	0.0786184	3040	0	0	"Constitutional"	1	0	0	40714	0.097	1	56	4.0714	0.006571
2016	"Winkler"	7908	1881	0.4930537	3815	0	0	"Presidential"	0	0	1	54261	0.103	3	248	5.4261	0.007908
2014	"Wilson"	46739	10434	0.3616512	28851	0	0	"Midterm/Gubernatorial"	0	1	0	65760	0.185	2	247	6.576	0.046739
2018	"Hill"	35967	11433	0.50270414	22743	0	0	"Midterm/Gubernatorial"	0	1	0	50373	0.17	2	109	5.0373	0.035967
2018	"Camp"	12968	3892	0.5088912	7648	0	0	"Midterm/Gubernatorial"	0	1	0	47183	0.18	2	32	4.7183	0.012968
2011	"Houston"	23752	755	0.0578988	13040	0	0	"Constitutional"	1	0	0	32437	0.14	1	113	3.2437	0.023752
2010	"Bastrop"	74171	18977	0.4721116	40196	0	0	"Midterm/Gubernatorial"	0	1	0	51829	0.179	2	11	5.1829	0.074171
2013	"Roberts"	927	143	0.2137519	669	0	0	"Constitutional"	1	0	0	67321	0.332	1	197	6.7321	9.27E-4
2016	"Mills"	5028	2247	0.6530079	3441	0	0	"Presidential"	0	0	1	44375	0.228	3	167	4.4375	0.005028
2015	"Brown"	39128	2561	0.1149358	22282	0	0	"Constitutional"	1	0	0	41962	0.179	1	25	4.1962	0.039128
2016	"Mitchell"	8698	2220	0.493992	4494	0	0	"Presidential"	0	0	1	51555	0.111	3	168	5.1555	0.008698
2013	"Glasscock"	1249	266	0.3537234	752	0	0	"Constitutional"	1	0	0	69107	0.188	1	87	6.9107	0.001249
2011	"Brazoria"	319949	6523	0.0388971	167699	0	0	"Constitutional"	1	0	0	67018	0.265	1	20	6.7018	0.319949
2011	"Franklin"	10639	420	0.0656969	6393	0	0	"Constitutional"	1	0	0	47500	0.229	1	80	4.75	0.010639
